회차	댓글
12	저는 B에요 참 자랑스럽네요ㅋㅋ 아물론 혈액형이(주륵...)
12	아 추워 내브라 어디갔지
13	저기나왔던 기안고 애 복학왕에서 두치한테 오토바이 진짜뺏김ㅋㅋㅋㅋㅋㅋㅅㄱㅋㅋㅋㅋㅋㅋ스토리 잘만드셨네여
13	금요웹툰은 외모지상주의무터 본다 손
13	형석이 몸이 2개라는거 안밝혀졌으면하는바램손
13	빨리형석이한테 자연스럽게형이라고 말해
13	이진성 술버릇 나만 귀여움?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
13	오늘도 일직잠ㅋㅋ감사합니다. 존경합니다.
13	저 친구들은 진짜몸 형석이와 구면이죠.. 편의점에서 깽판후 알몸사진 도촬했었는데 형석이 룸메라고 하면 미안해하며 잘 부축하라면서 보낼수도있지만/ 제 생각은 저 친구들이 돼지형석이 형석이와 친분이 있다는걸 알게될테고 형석이가 알몸사진있던 핸드폰 부수고 약한애들 괴롭히면 좋냐고 말한게 자신들이 돼지형석을 때리고 알몸사진찍은걸 형석이에게 다 일러바쳤다고 생각하고 돼지형석을 그냥 보내진 않을것 같습니다..맞으면서 기절하게되면 가짜형석은 자연스레 잠에서 깨지만 만취상태라 몸은 힘들것입니다.그나저나 복학왕이랑 이어지면 완전 허당인데..
13	베댓 우기명님 추리 정말 말도안되는 억지네요.."다음화에서 형석이의 정체가 까발려진다" 라고하셨는데 스토리 초반이고 뜬금없이 밝혀질 확률은 전혀 없다고봅니다..그리고 "진짜몸 형석이가 자연스레 가짜 형석이를 데려간다 "라는것도 말이 안됩니다. 왜냐하면 저 친구들은 이미 뚱보형석이와 악연이 있는사이구요 아무리 형석이 친구라 할지라도 술도취해 누워있겠다 최소 협박할거같은데요? 같잖은추리로 닉넴 우기명으로 바꾸고 베댓 가고싶으셨나본데, 양심이 있으시면 댓글 내리세요
13	선글라스 내가쓰고갓는데 왜 저넘이 쓰고잇노
13	외모지상주의 휴재하면 나 감당못함..... 진짜 금요일 이거말곤 볼게없음..
13	이진성 술마시고 하는행동 너무 귀엽다..ㅋㅋㅋ
13	한놈이죽으면 다른애도죽나여..?
13	지금 칼업뎃 대기하는 사람 손
13	작가님 부탁드려용 오늘도일찍잘래요
13	설 특집 올리실 것 같기도 하고....... 쨌든 빨리 칼업뎃해줘요
14	실제로 힘이 엄청난데 소심해서 왕따가 된거군요...
14	저 펀치기계는 그저 칼업뎃에 베인겁니다 여러분
14	바스코 너 그렇게 진지한 표정으로 초코우유 먹고 그르지마라.
14	이러니까 금요일1위인거임ㅇㅇ작가님새해복많이받으시고 외모지상주의 화이팅!
14	그럼 한쪽 몸이 죽으면 한쪽 몸으로 살아간다는 소리아닌가,,,,,?
14	변한다 쳐도 키는 어떡할꺼얌...
14	이거 확실해졌네요 형석이 본래몸은 살빼면 제2의형석이와 같아지는겁니다 저번에 미용실에서 머리깎을때도 미용실알바가 안경벗고 렌즈쓰라고 했었을때 본 눈은 제2의형석이와 같은눈이였습니다 그리고 오늘나온 이번이야기는 제1의 형석이의 파워는 제2의형석이의 파워와 같습니다 샌드백을칠때 스쳤을뿐인데 찢겨버렸죠 괴력입니다 제2의 형석이도 휴대폰을 악력으로 으스러 버리는 괴력이있습니다 한마디로 지금은 자체가 다르지만 제1의형석이도 살만뺀다면 제2의 형석이처럼 변한다는것을 알수있는 화였습니다
14	외모지상주의 진심으로 주 2회 연재 였으면 소원이 더 없겠다
14	아 베엿다칼업뎃에
14	개빨라!!
14	와아..설마하고들어왔는데 벌써업뎃ㅎㄷㄷ베이것소 작가님 감사합니다♥
14	배댓분들 누구나 아는소리를 하시는군요.. 오늘떡밥은 아마 저자세를 알려준것으로 나중에형석이의 펀치자세를 알아볼것같습니다 정체발칵될수있는위기겠죠
14	스치기만했는데 찢어지다니...저소년..손톱좀잘라야겠군
14	마지막 베댓때문에 작가님 등에 소름 돋으셨을듯..ㅋㅋㅋㅋ
14	바스코: 저 소년.. 펀치 머신을 고장내고 가다니, 혼내줘야겠어..
15	설마 진성이가 길 가르쳐준 아줌마가 형석이 엄마인가..??
15	진성이 그래도 담배 숨기는거 보니까 착한면도 있는듯
15	ㅈ됬다 이제 엄마가깨우겠네
15	3월 2일 개학인 사람 손
15	다음주 예고:진성이가 싸우려다 미진이와 한 약속을 떠올리고 쳐맞는다
15	진성이 왜이렇게 착해..?우리동내에 있는 고딩들은 아줌마가 길물어보니간 알아서찾아가세요.라고하고 아줌마 가니간 시x 우리한테길은 왜물어보고지x임? 저기사람 존x많은데 우리 깔보는것도 아니고 시x 이카면서 침찍찍뱉으면서 가던데.진짜 4가지없더라.
15	님아 그집을 가지마오
15	...헐 어머니 죄송하지만...좀...가주..세요..
15	99가지의 나쁜짓을하고 1가지의 착한짓을하면 "쟤가 저렇게보여도 착한거같아"99가지의 착한짓을하고 1가지의 실망스러운짓을하면 "쟤가저럴줄은몰랏다..개실망..."
15	칼업뎃이라니;
15	다음주이야기는 아직 나오지도않았는데 이미 스포당한 이느낌은뭐지 나만이런느낌인가
15	칼업뎃 지린다 진짜 작가님 사랑해요♥♥
15	우리형석이하시면서 베낭매고 올라오시는 어머니모습 뭔가 짠하다...
15	여러분 진성이의 스마트폰에 와이파이 or 데이터가 켜져있지도 않았는데 어떻게 미진이에게 톡이왔는지 의문입니다.
15	지금부터 대기타고 있는사람 좋아요
16	진성이 성격이 다혈질이라서 그렇지 괜찮은거 같다
16	와우 둘이(짝) 사겨라(짝)
16	저 문어새ㅡㄲ ㅣ 어디에 손을 대냐 ? 가....가 .... 나도 저새ㅡ끼 때릴꺼다
16	진성이 매력포텐..♥
16	양아치들떄릴떄 겁나시원햇다손
16	진성이 멋지다 진심이넹
16	남자인데도 여친한테 나쁜손 하는 샛기들 패주는건 진짜 멋있다고 생각함
16	형석이 자고잇는컷 손가락 6개다 ㅋㅋㅋ칼업뎃 미친분량 ㄷㄷ 존경합니다
16	진성이도 당하는 입장의 기분을 알았으니까 더욱 착해지길
16	작가님 글좀봐주세요 ㅋㅋㅋ 다음줗하요일 밤에 작가님이랑 기안님84이랑 '택시' 라는 프로그램에 출연하신데잔아요!!!! 무조건 봐야죠!!!!!!!!!!!!
16	진성이 다리좀 치워주실래요?? 참고로 남자임
16	진성이 오늘 저 새ㄲ들 안 털었으면 우리 다 암걸렸다 ㅇㅇ
16	본격 일진들 착해지는 만화
16	그래.. 그래서 도서관 가서 성실하게 공부하는 미진아 넌 왜 재원고에 있는거니..
16	여자들 가슴그리는거보고 성상품화라고난리피워놓고 남자홀딱벗은거보고 좋아죽네 페미들 대가리 ㄹㅇ 이해가안됨
17	왜 맞아야하는 지 이해가 안 간다
17	바스코 판단력 최소 여성부
17	보니깐 마음이 짠해진다. 매번 효도하자, 효도하자, 하면서 마음속으로만 생각을 하고, 돈을 쓰면서 놀 때에는 부모님 생각을 하나도 안하게 된다는게 정말 죄송하다.모두 다 그런 마음이겠지만, 주인공의 어머니는 정말 자식을 많이 아끼는게 보여서 더 마음이 짠해진다. 부모의 하소연을 듣는 자식의 입장은 얼마나 괴로울까.
17	바스코욕하는분들 있는데 바스코가 왜 형석이 보고 나쁜놈이라고 말한이유가 14화에 형석이가 술에 취해 진짜 형석이가 찾으로가 업고 간 모습이 있엇습니다 그걸 바스코가 봤고 바스코가 생각하기에는 술에취한형석이가 진짜형석이를 꼬붕의로 생각 했고 바스코시선의로는 진짜모습이 아닌 형석이가 그 진짜모습인 형석이를 꼬붕처럼 부려먹어는데 어머니 한테는 친구라면서 친절히 대하고 돈도 받고 그래사 바스코가 형석이보고 맞아야 한다고 생각 했기 때문입니다이런거라면 베뎃 시켜 준다는데...
17	뭘잘못했지....?
17	맞는이유는 이겁니다. 저번에 술취한걸 부축하는걸보고 셔틀을 시킨다고 생각한겁니다. 근데 셔틀시키는 새끼가 뻔뻔하게 착한척하면서 저러니 어머니를 농락하는 나쁜 새키라고 생각해서 그런겁니다.
17	왜 맞아야하는지 말해주실분...?
17	형준이는 뭔 개뿔 형석이야 배댓아
17	형석이 엄마가 5천원주면서 자기아들 때리고 괴롭히지 마라고 부탁하는걸 바스코가 오해해서 맞자고 하는거 같네요...저의 생각입니다.
17	와 어머니.. 카페에서 아메리카노 3900원에 겁먹으시고 물드신다고 하셨는데 아들친구라고 하니까 5000원을 고민도 안하시고 주시네...ㅠㅠ
17	바스코 : 니 친구 엄마가 내 박스 가져갓자나
17	어머니 죄송합니다그리고 사랑합니다
17	ㅋㅋㅋㅋㅋㅋ5000원 밖에 안주냐?ㅋㅋㅋㅋㅋ .............이딴생각하는 또.라이 ㅅㄲ 잘들어라 니들., 폐지 가격이 얼마인줄이나 알아? 고물상에 따라 다르지만 많아야 140.120 이야 그것도 폐지 줍는사람 거의다들 연세드신분들이셔 하루종일 뼈빠지게 모으고 또 모으고 해도 3000원도 안나와 근데 5000원이야 5000원 니들 아버지가 벌어오는돈에 비하면 정말 낮은가격이여 니들 아빠가 용돈으로 5000원 주면 니들은 용돈으로도 못쓴다며 한탄하겟지 하지만 저렇게 열심히 사시는 분들에겐 100원..아니 50원도 소중한 돈이고 피야 이것만 알아둬라, 니들이 pc방에서 두세시간 롤하면서 나가는 돈이 누군가에겐 하루종일 주워서 받는 돈보다 많다는것을
17	어머니한태 직접가서 사랑한다 해라무슨 네이버 댓글에 저런식으로 적으면 효자인줄 아나 참나
17	바스코ㅠㅠ 왜 이랬는지 이제야 이해가 간다..
18	여기서 가장나쁜사람 1.오해하는 바스코 2.칼업뎃으로 우리가 베이게한 작가
18	바스코 본명 박숙호일거같다..
18	부모한테 돈뜯어서 화났다고 한 베댓 잘했어
18	스스로가 만든 오해나 착각은 꼭 대화로 풀자 그렇지 않을 경우 상대방도 오해를 하게 된다.
18	근데 저앤 귀가 왤케 큰거야
18	대박
18	어서오세요 한거 바스코일듯 바스코가 자신5000원 줄듯
18	바스코 존나 좋음 ㅠㅠ 오해풀고 친구먹었으면좋겠어요
18	칼업댓 쩐다
18	일찍잘수있겠다
18	바스코가 난 역시 이런놈들에게 이길수없는건가 말하는거 보니바스코는 형석이처럼 잘생기고 싸움 잘하는애 한테 진적이 있다는걸로 추측되죠.. 그사람이 아마 7화에서 바스코가 언급하던 장현이 아닌가 싶네요
18	범재 왜자꾸 귀가 더 커지는거냐!!!!!!!!
18	업댓봐..
18	짱이다
18	자세보러온분 손!
19	와 아무리 잘생겨도 거지는 싫다는거냐? 짜증난다
19	바스코 액정깨진거 봐달라고 화면 캡처한거 나만 웃기냐ㅋㅋㅋㅋ
19	바스코 귀엽다
19	바스코겁나귀엽닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ깨진걸캡쳐해서보냌ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
19	이상한안경잡이가분량다잡아먹네
19	노랑색머리 가 난맘에드는데ㅔ♥착하고 조용한..?
19	블로그 봤는데... 할머니 손을 꽉잡고있는 작가님모습이 정말아름답게 느껴지네요 특히, 두번째 동영상을 보는 도중에 눈물이 너무 나오네요 진심 감동입니다
19	형석이 불쌍한 이유가한가지더있는데 바로 거지라는게아니라 몸이바뀌어서야 행복을느낄수있는점이다. 몸이 바뀌기전에는 자기에게 관심을 주는사람은 한명도없었다. 그게무슨뜻일까? 바로 잘생기거나 무엇을 잘하거나 특별해야만행복을가질수있는거같다. 아까도 비슷한글썼지만 이글이더 중요한거같다. 지금 일진들아 아님 따돌리거나 어떤애를 괴롭히는애들들아 지금이라도 그일그만둬 나중에컷일때 넌 니자신이 창피해질꺼야 뭔뜻인알겠니? 그아이는 앞으로 너땜에 모든 소극적으로변할꺼야 니가한그 짓때문에 니가한 그짓 바로 괴롭힘때문에 그리규 형석이 뚱뚱 그래도안된다 하고 따돌림당할땐 아무도 신경안쓰고 이제와사 잘생겨지니까 관심가지는 그아이들 그아이들이어려분은 좋나요? 난 뚱뜡할때 형석이가자신감있게 더이상하지마! 라고하고 그리고경찰에신고한다던가그랬으먼좋겠다. 나중에결말은형석이가 직접일진들을이겨낼꺼같다이글보고뭔가느낀사람좋아요누르고가자
19	성욕9는 나만 본거냐? ㅋㅋ
19	작가님 좋은 일 하십니다 존경합니다
19	작가님 오늘 저희 공탄중학교 오셨는데ㅋㅋ
19	작가의 말은 아무도 의식을 안 하나
19	착하다......작가님
19	재열이가박형석신발,가방사줄듯
19	미래에서 왔소 DG좀 볼려고
20	ㅋㅋㅋㅋㅋㅋㅋㅋ아재열이졸귀
20	재열이 츤데레
20	재열이 같은 친구 있음 좋겟다 ㅠㅜ
20	재열이가 진심 착한아이네
20	재열이 존나멋있다 츤데레같아
20	미친 존나귀여워..
20	재열이 뭐지...설마..형석이 좋아하는건가...
20	재열이가 진짜. 착한친구같아여..
20	재열이 ㅈㄴ멋지네 쉐키
20	재열이 정체가 뭐지... 4개 걸쳐서 천만원 넘는것 들을 열몇가방에 눌러담아서 주네 ㄷㄷㄷ....... 저거 최소 몇억
20	재열님 님 친구하고싶어요
20	짜식친해지고싶었구만
20	♡
20	재열이 귀여웤ㅋㅋㅋ 어떻겤ㅋㅋㅋㅋㅋ
20	아보키 광고 눌렀다. 손?들어가봤는데 모델이 형석이랑 똑같이 생겼다. 손? 원래 나만 몰랐던 건가?
21	아 진짜 할머니가 싸준 떡볶이 버린거 보고 울컥함
21	알게뭐야들어온줄알고나갔다들어오신분들손
21	몸 두개 생겨라
21	오 주인공은 안나왔는데 난 이친구가 주인공보다 좋다. 대다수가 난 에미넴이 아니니까 포기해야지 하는데 에미넴이 아니니까 더 발버둥쳐야 한다니..진짜 감동받음. 생각도 있고 멘탈도 강하고 노력도 잘 하고. 외모때문에 실력을 보여줄 기회가 없었겠지만 꾸준히 노력하는거 보니 실력도 대단할듯! 주인공에게는 엄청난 혜택을 주셨으면서 이친구는 마땅히 있어야 할 기회마저 안주시는건 아니시겠죠 작가님? 부디 저친구가 다른애들 제대로 발라버렸으면 좋겠다. 화이팅! 응원할게!
21	저 뚱뚱한애도 나중에 ㅈ나잘생겨질까???
21	바스코는 지들 학교에 때릴 애들 넘치는 구만 왜 주인공만 구박함ㅋㅋㅋ
